favorite_count,full_text,hashtags,retweet_count,year,party_id
2,"b""My staff will be holding mobile office hours on Tuesday, June 4 in Brunswick, Fauquier, Lunenburg, Rappahannock, Mecklenburg, and Madison Counties. All are encouraged to attend and meet the Congressman's staff and receive assistance with federal agencies.\n#VA05 https://t.co/0Di9JRHpMA""",VA05,1,2019,R
5,"b""I'm pleased to see money from the federal gov's #CARESAct coming back to #Texas to help hospitals handle the #coronavirus \n\nTexas hospitals received over $2 billion Friday to help them buy more supplies, pay overtime for health care workers &amp; take care of the influx of patients.""",CARESAct Texas coronavirus,1,2020,R
2,"b'Discussed @NavalServiceTRG w/ Rear Adm. Evans. Great to spend #Thanksgiving w/ him, Cmdr Horn &amp; Mayor Hayes. https://t.co/Ht4mIRYxMk'",Thanksgiving,3,2015,R
0,b'Thanks to everyone who joined me at my #Antioch office open house http://t.co/4O0DFrrJ',Antioch,0,2013,D
34,"b'The Constitution is clear: Congress has the power of the purse. \n\nIf the President\xe2\x80\x99s emergency declaration is allowed to stand, it will undermine the balance of power between the President and Congress and set a dangerous precedent. #FakeEmergency'",FakeEmergency,10,2019,D
10,b'.@SenateGOP tax bill makes it harder to attend for students to attend grad school and for families to pay off student loans. #GOPTaxScam https://t.co/FzUPjg5ODP',GOPTaxScam,5,2017,D
23,"b'Countless farmers, businesses, &amp; families depend on #NAFTA Read more here: https://t.co/MxHRY06vHP'",NAFTA,6,2017,R
40,"b'This weekend, I hosted a forum to hear from families concerns about the future of the #ACA and 200+ showed up on a Saturday! https://t.co/zrIu5eTuUN'",ACA,11,2017,D
210,b'In today\xe2\x80\x99s @ABQJournal: New Mexicans are paying the price for the longest shutdown in US history. @MartinHeinrich &amp; I are standing up for federal workers going w/o pay &amp; all New Mexicans who are missing out on vital services.\n\nThe #TrumpShutdown must end. https://t.co/KvmbWs8PkI',TrumpShutdown,57,2019,D
0,b'I presented Mary Chandler with an American Fighter Aces Bronze Medal in honor of her husband Van http://t.co/fdQCIJqutW #veterans #military',veterans military,0,2015,R
16,"b'@AFLCIO America works best when workers organize for good jobs, living wages and fair treatment on the job. #UnionStrong on #LaborDay'",UnionStrong LaborDay,9,2016,D
25,b'Es una l\xc3\xa1stima el cabildeo que est\xc3\xa1 haciendo @RepRooney en contra de mi #NicaAct. Yo voy a seguir impulsando este proyecto de ley porque se que el Congreso est\xc3\xa1 comprometido en restaurar valores democr\xc3\xa1ticos en #Nicaragua @laprensa @FloresJudith7 https://t.co/YGQsKsn0jS',NicaAct Nicaragua,21,2018,R
13,b'@POTUS EPA must do more to make the communities impacted by #GoldKingMine spill\xe2\x80\x94almost 2 years go\xe2\x80\x94whole again. EPA must meet this obligation.',GoldKingMine,5,2017,D
9,b'About to be sworn in for the #114thCongress',114thCongress,3,2015,D
0,b'Our office is looking to hire an #NJ03 veteran! Please pass along the information: https://t.co/k2WGUcEO1X',NJ03,1,2016,R
0,"b'What does #ACA repeal mean in #NY? Repeal would increase prescription drug costs for over 227,000 seniors by over $400 million.'",ACA NY,1,2013,D
225,"b'On this day 72 years ago, the world\xe2\x80\x99s greatest Air Force was born. Happy birthday to the @usairforce and all the Airmen who keep this country safe! #USAF #THISIS72 https://t.co/RoaemvAlhe'",USAF THISIS72,45,2019,R
18,b'It is an honor to serve the constituents of #MN06 - I look forward to the New Year to continue working towards bettering the lives of Minnesotans and all of my fellow Americans! https://t.co/Why61j1ozS',MN06,11,2017,R
104,b'Saturday is National Public Lands Day! Celebrate by taking time to #GetOutdoors. It\xe2\x80\x99s critical we protect our natural treasures in Oregon and across the country and provide access to outdoor recreation for all Americans. #NPLD https://t.co/7UOsTzB8ud',GetOutdoors NPLD,48,2018,D
1,b'Press conference today 3:45 to announce @slcoZAP back on ballot for voters to renew this Nov. #slco',slco,1,2014,D
79,b'#ICYMI: Joe shared the stories of Hoosiers who wrote to him out of concern about the Senate #healthcare bill. https://t.co/4Xso94ArKI',ICYMI healthcare,24,2017,D
9,"b'Today and every day, we honor and remember the sacrifices of our heroes who were prisoners of war and those that never returned home. We owe them a debt of gratitude. Their courageous service to our nation will never be forgotten. #POWMIARecognitionDay https://t.co/dAPLDW61y3'",POWMIARecognitionDay,3,2019,R
36,b'Broadband internet access is a vital part of daily life in the 21st century. I introduced the bipartisan #RURALAct to increase broadband access so #Ohioans and businesses in rural areas have the internet connection they need to thrive.',RURALAct Ohioans,6,2019,R
4,"b'If the Senate GOP wants to vote against a #SCOTUS nominee, that\xe2\x80\x99s fine, but to deny our country a fair process is unreasonable. #DoYourJob'",SCOTUS DoYourJob,4,2016,D
6983,"b'#Kavanaugh \xe2\x80\x9cwill be the first justice nominated by someone who lost the popular vote,\xe2\x80\x9d confirmed by \xe2\x80\x9csenators representing less than half of the country,\xe2\x80\x9d while \xe2\x80\x9copposed by a majority of the country.\xe2\x80\x9d https://t.co/Bu680jSwaY'",Kavanaugh,3466,2018,D
284,"b'We must protect the lives of ALL people, especially those who survive abortions and are #BornAlive. \n\nI asked that this bill be voted on in the House &amp; Democrats blocked it. Today, @senatemajldr brought it up in the Senate.\n\nAll Americans deserve the right to life. \xf0\x9f\x91\xb6\xf0\x9f\x8f\xbb'",BornAlive,57,2020,R
9,"b""Republican pro-growth policies have created a booming American economy-- this morning's #JobsReport continues our record-setting expansion: 273,000 new jobs, wages up 3% in the last year, and unemployment at a 50-year low of 3.5%!\n\n https://t.co/gN3WgeHjVM""",JobsReport,3,2020,R
0,b'Home to North Texas for an early 7am Friday @GoodDayFox4 about #healthcare law\xe2\x80\x99s #individual #mandate \xe2\x80\x93 requiring you buy health insurance.',healthcare individual mandate,3,2012,R
0,b'Glad bipartisan #immigration bill incl. my #StartUpVisa Act. We need a system that spurs innovation &amp; creates #COjobs:http://t.co/x6XNIgYz9a',immigration StartUpVisa COjobs,1,2013,D
401,"b""Couldn't have said it better myself. #VegasStrong https://t.co/XbzEzRvSjY""",VegasStrong,117,2017,R
0,"b""RT @DrYaraRobertson: 13th Annual Congressman David Scott's Health Fair. #breastexam #givingback  @repdavidscott https://t.co/TWsJbay3aj""",breastexam givingback,3,2017,D
26,b'Some places are simply too wild and too fragile to drill-the Arctic National Wildlife Refuge is one of those places. I urge my Senate colleagues to pass this critical piece of legislation and protect the biological heart of the Arctic.\n\n#ProtecttheArctic https://t.co/dI0p6inady',ProtecttheArctic,4,2019,D
110,"b'We must recommit ourselves to the treaties, laws &amp;norms that protect humanitarian actors and facilitate their life-saving work #NotATarget'",NotATarget,26,2017,D
1,b'Thank you for following me on Twitter. For additional updates and information subscribe to my newsletter http://t.co/jAhapkNY9F. #NY27',NY27,1,2013,R
8,"b""Since 1987, @MCIWPendletonCA has held a memorial service to commemorate west coast Iwo Jima veterans. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\n\nThis weekend, I was honored to be in attendance at the final memorial to celebrate #CA49's patriotic heroes. https://t.co/8B3zF87Dmb""",CA49,1,2020,D
22,b'#TeamRosen went across the Silver State last weekend to pay tribute to our fallen heroes:\n\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Elko\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Reno\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Dayton\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Fernley\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Las Vegas\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Carson City\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Virginia City\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Boulder City\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Lemmon Valley\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8Downtown Las Vegas https://t.co/B5gGCml0Rr',TeamRosen,3,2019,D
6,b'We wish all who observe #YomKippur a very meaningful fast. https://t.co/1OanX79H3G',YomKippur,2,2017,R
11,"b'Though we will #neverforget the pain and loss our nation suffered on 9/11, we remain strong and proud 13 years later http://t.co/4ixubdZDbM'",neverforget,9,2014,D
1,b'Speaking with Tim Farley on POTUS XM Sirius-Morning Briefing about the battle over Unemployment Insurance #UI',UI,1,2014,D
1,b'Got #StormDamage? @DORAColorado has advice on how to deal with #insurance claims: http://t.co/VFrCFGsUKh',StormDamage insurance,6,2015,D
912,"b'Honored to spend #Christmas w/ troops in Qatar, including @106thRescueWing Airmen Eric VanDyne of Mattituck &amp; David Amerson of Mastic! We can never adequately thank them for their service, but it was great to serve them their Xmas meals &amp; let them know how much we love them https://t.co/WTFsZnkc5T'",Christmas,233,2019,R
7,"b'Today is our last chance to get counted in the 2020 Census, so our communities have what they need to succeed for the next ten years. Fill out the Census today at https://t.co/zVWU16vYWC, and get ready to vote by registering at https://t.co/EGFqWXcEC1. #GetCounted #VoteReady'",GetCounted VoteReady,4,,D
0,b'.@FDRLST has a good read for those interested: 9 Myths about #TPA &amp; #TPP http://t.co/TGNJTfVMoy #tcot',TPA TPP tcot,2,2015,R
19,"b'As some1 who has waited tables, I have introduced bills 2 raise the tipped minimum wage. Far past time 4 #1FairWage! https://t.co/Hx924lE8Vk'",1FairWage,13,2016,D
30,b'These two grandkids are just a wee bit Irish. \xe2\x98\x98\xef\xb8\x8f#stpatricksday #redheads https://t.co/gRYsxzz1lX',stpatricksday redheads,5,2018,R
3,b'A bipartisan #RecordOfSuccess  https://t.co/VJf0lelPOj',RecordOfSuccess,1,2015,R
4,b'Everglades Caucus meeting - Updated by Col. Kirk of Army Corp on progress of restoration projects that are vital to SWFL #Everglades #Sayfie https://t.co/Xinq7fWKgK',Everglades Sayfie,1,2017,R
7,"b""#FlashbackFriday\xe2\x80\x94On this day in 1909, the nation's oldest &amp; largest grassroots\xe2\x80\x93based civil rights organization was founded: @NAACP""",FlashbackFriday,9,2016,D
1,"b'1/3 In the 11th hour of the 11th day of the 11th month of 1918, WWI ended and the guns fell silent. Today, the day is known as #VeteransDay.'",VeteransDay,1,2016,R
4,b'Development and diplomacy are truly necessary in today\xe2\x80\x99s world to build a safer world - particularly with American leadership. #USGLCmi @USGLC https://t.co/9xDUQTIWr1',USGLCmi,2,2019,R
13,"b""Enjoying #NationalNightOut in Pacoima. If you're out tonight engaging w/local law enforcement, share ur photos w/us! https://t.co/YYw2mzaDLb""",NationalNightOut,2,2016,D
29,b'Congrats to the LaSalle Lancers on being state champs! @LaSallePride #proudalumni #cincyfb http://t.co/ExHFByOzf2',proudalumni cincyfb,18,2014,R
5,b'Interested in serving your country after high school? Join us on Oct. 26th for a virtual military service academy night to learn more about the application process for attending one of the five military service academies. Visit our website to sign-up #IA01 https://t.co/xijytB9uTn',IA01,2,,D
3,b'In honor of #Ramadan https://t.co/YSyKDFmYla',Ramadan,1,2017,D
2,b'Good luck to all my friends playing in tonight\xe2\x80\x99s @CWSoftballGame against the #badnewsbabes!  #cwsg10 \xe2\x9a\xbe https://t.co/3ZazI3jGB8',badnewsbabes cwsg10,1,2018,R
7,b'Joined the #Commack community at a moving 9/11 Remembrance Ceremony #NeverForget https://t.co/2FnclEp5Nf',Commack NeverForget,3,2016,D
16964,b'No question who won tonight. Donald focused on Hillary. Hillary focused on the American people. #Debate https://t.co/ILcbRsUaZ0',Debate,6658,2016,D
4,b'TIME UPDATE: 3:30 pm ET/12:30 pm PT livestream the @HispanicCaucus #environmentaljustice 101 panel I\xe2\x80\x99m hosting here: https://t.co/UUkv1hYaQ1',environmentaljustice,2,2017,D
133,b'Holding #SASC hearing on disturbing &amp; unacceptable abuse &amp; harrassment on Marines United Facebook page - watch: https://t.co/gsa3OG5qln',SASC,37,2017,R
0,"b""RT @OlsonPressShop: #EPA's new smog rule could hurt jobs. Read why @Boblatta &amp; I wrote the #CASEAct to improve air quality &amp; save jobs. htt\xe2\x80\xa6""",EPA CASEAct,2,2015,R
1,b'.@TheOaklandPress: Rochester Hills Vietnam veteran to receive belated medals in Friday ceremony http://t.co/k4Zar90K2b #MI08',MI08,0,2015,R
1,"b""I enjoyed talking about #cybersecurity this morning at the @otalliance's Honor Briefing:  https://t.co/ojmoJXso9N https://t.co/MPo5xYRcFg""",cybersecurity,0,2016,R
5,b'#POTUS should focus on delivering leadership &amp; an effective strategy to fight terrorists who want to attack us &amp; kill more Americans.',POTUS,9,2015,R
1,"b""Spoke w/Natl Association of Real Estate Brokers in #nv04 today abt what we can do to improve NV's housing situation. http://t.co/dy5Ut1j1sG""",nv04,1,2014,D
14,"b'Now, with reports of Iran increasing its uranium stockpile, maximum pressure must translate into a maximum diplomacy effort to get #Iran and the U.S. back to the negotiating table.'",Iran,8,2019,D
0,b'A devastating # of lives are taken by the #opioidepidemic - the @CDCgov estimates 142 Americans die every day &gt;&gt; https://t.co/PknKjSmHSg',opioidepidemic,1,2017,R
0,"b'During this #TeacherAppreciationWeek, we recognize teachers across the U.S. who continue to prioritize the education of our students despite the overwhelming challenges. Thank you to all the teachers who are showing incredible strength &amp; dedication to our students &amp; communities. https://t.co/2T7gbRqNBE'",TeacherAppreciationWeek,1,2020,D
2861,"b'Must-read @washingtonpost: ""An activist is mysteriously ill in #Russia, and the U.S. needs to speak up"" https://t.co/MoUvt5a0gA'",Russia,2217,2017,R
16,b'Today\xe2\x80\x99s the day! Tune in at 2pm to watch my State of the State Address. \n\nWhere to watch \xe2\xa4\xb5\xef\xb8\x8f\n\xe2\x80\x94 https://t.co/PJjVnTBJ0q\n\xe2\x80\x94 https://t.co/dP6CPnO6XA  \n\n#DESOTS https://t.co/gHDajbKzCO',DESOTS,8,2019,D
12,"b'""When we ignore those who are most impacted, we leave them vulnerable and miss the opportunity for lasting change. It is important to note that our current sexual harassment laws were created in part due to cases involving three #BlackWomen."" -@Janaye_Ingram #LeadingFromTheBlack https://t.co/T7Savf9GGb'",BlackWomen LeadingFromTheBlack,11,2017,D
1620,"b""The Dems have said they're going to tax the middle class. The GOP has a simpler view. You get to KEEP your money. You decide if you want spend it on braces for your kid, if you want to invest \xe2\x80\x93 it\xe2\x80\x99s your decision. Not politicians in Washington. #CNNDebateNight #TaxReform https://t.co/mXfpHpBRp0""",CNNDebateNight TaxReform,507,2017,R
1,b'The Congressional STEM competition is still open for #PA12 HS students interested in math &amp; science. Get more info: http://t.co/Q98t3wjD7Z',PA12,1,2014,R
59,b'General Flynn repeatedly lied &amp; may have broken the law. @TheJusticeDept has a duty to investigate. #LoganAct https://t.co/uVSqH0DYxl',LoganAct,20,2017,D
